BİLGİ ROTASI – KATEGORİYE GİYDİRİLMİŞ MATEMATİK SORULARI
======================================================================================

Toplam soru bankası: 53063
Matematik problemi olarak elenecek: 16243

KATEGORİLERE GÖRE
--------------------------------------------------------------------------------------
Eğlence: 3993
Spor: 3924
Bilim & Doğa: 3391
Coğrafya: 2851
Sanat & Edebiyat: 1822
Tarih: 262

ELENECEK SORULAR
--------------------------------------------------------------------------------------
ID	KATEGORİ	TESPİT	SORU
q46649	Eğlence	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Tek eleme usulü bir turnuvaya 112 takım katılırsa şampiyon belirlenene kadar toplam kaç maç oynanır?
q46651	Spor	işlem işareti; sayısal seçenekler	Bir hentbol maçı 21-11 biterse kazanan takım kaç gol farkla kazanmıştır?
q46653	Eğlence	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Tek eleme usulü bir turnuvaya 96 takım katılırsa şampiyon belirlenene kadar toplam kaç maç oynanır?
q46657	Spor	işlem işareti; sayısal seçenekler	Bir voleybol seti 33-26 biterse iki takım arasındaki puan farkı kaçtır?
q46659	Bilim & Doğa	aritmetik/ölçü kalıbı: saniyede	700 joule enerji 4 saniyede aktarılırsa ortalama güç kaç wattır?
q46660	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Her gün 10 sayfa kitap okuyan biri 9 günde toplam kaç sayfa okur?
q46661	Eğlence	aritmetik/ölçü kalıbı: toplam kac, kac dakika, her bolumu; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Her bölümü 45 dakika süren 13 bölümlük bir diziyi izlemek toplam kaç dakika sürer?
q46662	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Her gün 30 sayfa kitap okuyan biri 19 günde toplam kaç sayfa okur?
q46664	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Her gün 5 sayfa kitap okuyan biri 17 günde toplam kaç sayfa okur?
q46665	Coğrafya	sayısal seçenekler; birden fazla sayı ve ölçü birimi	UTC-3 saat diliminde saat 12.00 iken UTC+6 saat diliminde saat kaçtır?
q46666	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre, saniyede; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Saniyede 26 metre hızla 20 saniye hareket eden bir cisim kaç metre yol alır?
q46667	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre, saniyede; birden fazla sayı ve ölçü birimi	170 metre yolu 5 saniyede alan bir cismin ortalama hızı kaç metre/saniyedir?
q46668	Eğlence	aritmetik/ölçü kalıbı: toplam kac, saniyede; sayısal seçenekler	Saniyede 12 kare gösterilen bir animasyonun 20 saniyesinde toplam kaç kare bulunur?
q46669	Eğlence	aritmetik/ölçü kalıbı: toplam kac, her biri; sayısal seçenekler	Bir video oyununda her biri 10 puan değerindeki 19 jeton toplanırsa toplam kaç puan kazanılır?
q46672	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir tiyatro salonunda 20 sıra ve her sırada 18 koltuk varsa toplam kaç koltuk vardır?
q46673	Eğlence	aritmetik/ölçü kalıbı: toplam kac, saniyede; sayısal seçenekler	Saniyede 60 kare gösterilen bir animasyonun 16 saniyesinde toplam kaç kare bulunur?
q46675	Spor	işlem işareti; sayısal seçenekler	Bir hentbol maçı 39-29 biterse kazanan takım kaç gol farkla kazanmıştır?
q46676	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir buz hokeyi takımı üç periyotta sırasıyla 0, 1 ve 0 gol atarsa toplam kaç gol atmış olur?
q46677	Sanat & Edebiyat	sayısal seçenekler	55 bölümlük bir romanın 36 bölümü okunduysa kaç bölüm kalır?
q46678	Eğlence	aritmetik/ölçü kalıbı: toplam kac, kac dakika, her bolumu; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Her bölümü 50 dakika süren 11 bölümlük bir diziyi izlemek toplam kaç dakika sürer?
q46681	Eğlence	sayısal seçenekler; birden fazla sayı ve ölçü birimi	Saat 15.00’de başlayan 90 dakikalık bir film saat kaçta biter?
q46682	Spor	aritmetik/ölçü kalıbı: toplam kac, kac metre; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Uzunluğu 400 metre olan bir bisiklet pistinde 29 tur atan sporcu toplam kaç metre gider?
q46683	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre, saniyede; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Saniyede 10 metre hızla 15 saniye hareket eden bir cisim kaç metre yol alır?
q46684	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir tiyatro salonunda 18 sıra ve her sırada 8 koltuk varsa toplam kaç koltuk vardır?
q46685	Coğrafya	aritmetik/ölçü kalıbı: kac metre; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Deniz seviyesinden 600 metre yüksekteki bir yer ile 1200 metre yüksekteki bir yer arasındaki yükselti farkı kaç metredir?
q46687	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir buz hokeyi takımı üç periyotta sırasıyla 5, 3 ve 5 gol atarsa toplam kaç gol atmış olur?
q46690	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre; sayısal seçenekler	Ölçeğe göre haritadaki 12 santimetre, santimetre başına 100 kilometre olduğunda kaç kilometreye karşılık gelir?
q46691	Eğlence	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir plağın A yüzünde 10, B yüzünde 8 parça varsa albümde toplam kaç parça vardır?
q46692	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre	Bir araç 110 kilometre kuzeye ve ardından 90 kilometre güneye giderse başlangıç noktasının kaç kilometre kuzeyinde olur?
q46695	Spor	işlem işareti; sayısal seçenekler	Bir voleybol seti 25-12 biterse iki takım arasındaki puan farkı kaçtır?
q46701	Eğlence	sayısal seçenekler	340 koltuklu bir sinema salonunda 100 bilet satılırsa kaç boş koltuk kalır?
q46702	Tarih	sayısal seçenekler	1475 ile 1505 yılları arasında kaç yıl vardır?
q46703	Sanat & Edebiyat	sayısal seçenekler	525 sayfalık bir kitabın 275 sayfası okunduysa geriye kaç sayfa kalır?
q46704	Spor	işlem işareti; sayısal seçenekler	Bir voleybol seti 25-15 biterse iki takım arasındaki puan farkı kaçtır?
q46705	Coğrafya	aritmetik/ölçü kalıbı: kac metre; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Deniz seviyesinden 300 metre yüksekteki bir yer ile 600 metre yüksekteki bir yer arasındaki yükselti farkı kaç metredir?
q46706	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre, saniyede; birden fazla sayı ve ölçü birimi	470 metre yolu 10 saniyede alan bir cismin ortalama hızı kaç metre/saniyedir?
q46707	Eğlence	sayısal seçenekler	280 koltuklu bir sinema salonunda 200 bilet satılırsa kaç boş koltuk kalır?
q46709	Spor	aritmetik/ölçü kalıbı: toplam kac, kac metre; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Uzunluğu 400 metre olan bir bisiklet pistinde 43 tur atan sporcu toplam kaç metre gider?
q46710	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre	Bir araç 80 kilometre kuzeye ve ardından 50 kilometre güneye giderse başlangıç noktasının kaç kilometre kuzeyinde olur?
q46712	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre	Bir araç 120 kilometre kuzeye ve ardından 85 kilometre güneye giderse başlangıç noktasının kaç kilometre kuzeyinde olur?
q46715	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre, saniyede; birden fazla sayı ve ölçü birimi	330 metre yolu 5 saniyede alan bir cismin ortalama hızı kaç metre/saniyedir?
q46716	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre	Bir gezgin önce 90 kilometre doğuya, sonra 35 kilometre batıya giderse başlangıç noktasının kaç kilometre doğusunda kalır?
q46718	Spor	aritmetik/ölçü kalıbı: toplam kac, kac metre; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Uzunluğu 200 metre olan bir bisiklet pistinde 50 tur atan sporcu toplam kaç metre gider?
q46719	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre; sayısal seçenekler	Gerçekte 1125 kilometre olan bir uzaklık haritada 15 santimetre gösteriliyorsa 1 santimetre kaç kilometredir?
q46720	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre; sayısal seçenekler	Gerçekte 350 kilometre olan bir uzaklık haritada 14 santimetre gösteriliyorsa 1 santimetre kaç kilometredir?
q46721	Eğlence	aritmetik/ölçü kalıbı: toplam kac, her biri; sayısal seçenekler	Bir video oyununda her biri 25 puan değerindeki 9 jeton toplanırsa toplam kaç puan kazanılır?
q46722	Eğlence	aritmetik/ölçü kalıbı: toplam kac, saniyede; sayısal seçenekler	Saniyede 20 kare gösterilen bir animasyonun 15 saniyesinde toplam kaç kare bulunur?
q46723	Eğlence	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Tek eleme usulü bir turnuvaya 92 takım katılırsa şampiyon belirlenene kadar toplam kaç maç oynanır?
q46724	Eğlence	aritmetik/ölçü kalıbı: toplam sure, kac dakika; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Bir çalma listesinde 21 şarkı vardır ve her şarkı ortalama 5 dakika sürerse listenin toplam süresi kaç dakikadır?
q46725	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre; sayısal seçenekler	450 kilometrelik bir nehir rotasının 375 kilometresi tamamlanırsa geriye kaç kilometre kalır?
q46728	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir ragbi takımı 10 try, 5 conversion ve 0 penaltı golü yaparsa toplam kaç puan alır?
q46729	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Her gün 25 sayfa kitap okuyan biri 7 günde toplam kaç sayfa okur?
q46730	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre; sayısal seçenekler	Bir haritada 1 santimetre 25 kilometreyi gösteriyorsa 20 santimetre gerçekte kaç kilometredir?
q46732	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre, saniyede; birden fazla sayı ve ölçü birimi	240 metre yolu 10 saniyede alan bir cismin ortalama hızı kaç metre/saniyedir?
q46733	Spor	işlem işareti; sayısal seçenekler	Bir voleybol seti 31-29 biterse iki takım arasındaki puan farkı kaçtır?
q46735	Eğlence	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir konserde ana programda 25, bis bölümünde 5 şarkı çalınırsa toplam kaç şarkı seslendirilir?
q46737	Spor	işlem işareti; sayısal seçenekler	Bir hentbol maçı 33-32 biterse kazanan takım kaç gol farkla kazanmıştır?
q46738	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir ragbi takımı 9 try, 2 conversion ve 4 penaltı golü yaparsa toplam kaç puan alır?
q46740	Spor	aritmetik/ölçü kalıbı: toplam puan, her biri; sayısal seçenekler	Okçulukta 2 okun her biri 9 puanlık bölgeye isabet ederse toplam puan kaç olur?
q46741	Sanat & Edebiyat	sayısal seçenekler	450 sayfalık bir kitabın 425 sayfası okunduysa geriye kaç sayfa kalır?
q46742	Coğrafya	sayısal seçenekler; birden fazla sayı ve ölçü birimi	UTC-1 saat diliminde saat 10.00 iken UTC+0 saat diliminde saat kaçtır?
q46743	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir ragbi takımı 4 try, 4 conversion ve 3 penaltı golü yaparsa toplam kaç puan alır?
q46744	Spor	işlem işareti; sayısal seçenekler	Bir hentbol maçı 17-16 biterse kazanan takım kaç gol farkla kazanmıştır?
q46746	Spor	aritmetik/ölçü kalıbı: toplam kac, kac metre; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Uzunluğu 200 metre olan bir bisiklet pistinde 45 tur atan sporcu toplam kaç metre gider?
q46749	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre; sayısal seçenekler	Gerçekte 1000 kilometre olan bir uzaklık haritada 10 santimetre gösteriliyorsa 1 santimetre kaç kilometredir?
q46750	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir ragbi takımı 3 try, 0 conversion ve 3 penaltı golü yaparsa toplam kaç puan alır?
q46753	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre, saniyede; birden fazla sayı ve ölçü birimi	320 metre yolu 10 saniyede alan bir cismin ortalama hızı kaç metre/saniyedir?
q46754	Spor	işlem işareti; sayısal seçenekler	Bir voleybol seti 34-24 biterse iki takım arasındaki puan farkı kaçtır?
q46756	Eğlence	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Her ölçüsünde 2 vuruş bulunan 26 ölçülük bir müzik parçasında toplam kaç vuruş vardır?
q46757	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir buz hokeyi takımı üç periyotta sırasıyla 3, 1 ve 4 gol atarsa toplam kaç gol atmış olur?
q46759	Eğlence	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Tek eleme usulü bir turnuvaya 45 takım katılırsa şampiyon belirlenene kadar toplam kaç maç oynanır?
q46760	Eğlence	sayısal seçenekler	300 koltuklu bir sinema salonunda 20 bilet satılırsa kaç boş koltuk kalır?
q46761	Eğlence	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Tek eleme usulü bir turnuvaya 28 takım katılırsa şampiyon belirlenene kadar toplam kaç maç oynanır?
q46762	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre; sayısal seçenekler	150 kilometrelik bir nehir rotasının 25 kilometresi tamamlanırsa geriye kaç kilometre kalır?
q46763	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre, saniyede; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Saniyede 30 metre hızla 5 saniye hareket eden bir cisim kaç metre yol alır?
q46768	Spor	işlem işareti; sayısal seçenekler	Bir voleybol seti 33-28 biterse iki takım arasındaki puan farkı kaçtır?
q46769	Spor	işlem işareti; sayısal seçenekler	Bir hentbol maçı 32-27 biterse kazanan takım kaç gol farkla kazanmıştır?
q46770	Coğrafya	sayısal seçenekler; birden fazla sayı ve ölçü birimi	UTC+6 saat diliminde saat 06.00 iken UTC-2 saat diliminde saat kaçtır?
q46771	Spor	aritmetik/ölçü kalıbı: toplam puan, her biri; sayısal seçenekler	Okçulukta 12 okun her biri 7 puanlık bölgeye isabet ederse toplam puan kaç olur?
q46772	Sanat & Edebiyat	sayısal seçenekler	30 bölümlük bir romanın 22 bölümü okunduysa kaç bölüm kalır?
q46774	Eğlence	sayısal seçenekler	160 koltuklu bir sinema salonunda 100 bilet satılırsa kaç boş koltuk kalır?
q46775	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre, saniyede; birden fazla sayı ve ölçü birimi	380 metre yolu 20 saniyede alan bir cismin ortalama hızı kaç metre/saniyedir?
q46776	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre; sayısal seçenekler	Ölçeğe göre haritadaki 4 santimetre, santimetre başına 150 kilometre olduğunda kaç kilometreye karşılık gelir?
q46778	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir ragbi takımı 10 try, 1 conversion ve 4 penaltı golü yaparsa toplam kaç puan alır?
q46779	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre; sayısal seçenekler	Ölçeğe göre haritadaki 18 santimetre, santimetre başına 25 kilometre olduğunda kaç kilometreye karşılık gelir?
q46782	Coğrafya	sayısal seçenekler; birden fazla sayı ve ölçü birimi	UTC-2 saat diliminde saat 16.00 iken UTC+2 saat diliminde saat kaçtır?
q46784	Eğlence	aritmetik/ölçü kalıbı: toplam kac, kac mb, her bolumu; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Her bölümü 250 MB olan 15 bölümlük bir içerik indirildiğinde toplam kaç MB yer kaplar?
q46785	Eğlence	aritmetik/ölçü kalıbı: toplam kac, kac dakika, her bolumu; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Her bölümü 30 dakika süren 10 bölümlük bir diziyi izlemek toplam kaç dakika sürer?
q46788	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Her gün 5 sayfa kitap okuyan biri 16 günde toplam kaç sayfa okur?
q46789	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Her gün 5 sayfa kitap okuyan biri 10 günde toplam kaç sayfa okur?
q46790	Spor	işlem işareti; sayısal seçenekler	Bir hentbol maçı 11-1 biterse kazanan takım kaç gol farkla kazanmıştır?
q46793	Coğrafya	aritmetik/ölçü kalıbı: kac metre; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Deniz seviyesinden 700 metre yüksekteki bir yer ile 1600 metre yüksekteki bir yer arasındaki yükselti farkı kaç metredir?
q46794	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre, saniyede; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Saniyede 6 metre hızla 9 saniye hareket eden bir cisim kaç metre yol alır?
q46796	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir ragbi takımı 1 try, 0 conversion ve 3 penaltı golü yaparsa toplam kaç puan alır?
q46798	Coğrafya	aritmetik/ölçü kalıbı: kac kilometre; sayısal seçenekler	Ölçeğe göre haritadaki 20 santimetre, santimetre başına 20 kilometre olduğunda kaç kilometreye karşılık gelir?
q46800	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir tiyatro salonunda 11 sıra ve her sırada 18 koltuk varsa toplam kaç koltuk vardır?
q46801	Eğlence	aritmetik/ölçü kalıbı: toplam kac, her biri; sayısal seçenekler	Bir video oyununda her biri 25 puan değerindeki 27 jeton toplanırsa toplam kaç puan kazanılır?
q46802	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre, saniyede; birden fazla sayı ve ölçü birimi	350 metre yolu 10 saniyede alan bir cismin ortalama hızı kaç metre/saniyedir?
q46803	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir ragbi takımı 6 try, 5 conversion ve 0 penaltı golü yaparsa toplam kaç puan alır?
q46805	Eğlence	sayısal seçenekler	240 koltuklu bir sinema salonunda 160 bilet satılırsa kaç boş koltuk kalır?
q46806	Eğlence	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Tek eleme usulü bir turnuvaya 116 takım katılırsa şampiyon belirlenene kadar toplam kaç maç oynanır?
q46807	Spor	aritmetik/ölçü kalıbı: toplam kac, kac metre; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Uzunluğu 333 metre olan bir bisiklet pistinde 19 tur atan sporcu toplam kaç metre gider?
q46808	Bilim & Doğa	aritmetik/ölçü kalıbı: kac metre, saniyede; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Saniyede 2 metre hızla 6 saniye hareket eden bir cisim kaç metre yol alır?
q46810	Spor	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir ragbi takımı 0 try, 0 conversion ve 5 penaltı golü yaparsa toplam kaç puan alır?
q46811	Sanat & Edebiyat	aritmetik/ölçü kalıbı: toplam kac; sayısal seçenekler	Bir tiyatro salonunda 17 sıra ve her sırada 12 koltuk varsa toplam kaç koltuk vardır?
q46814	Eğlence	aritmetik/ölçü kalıbı: toplam sure, kac dakika; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Bir çalma listesinde 3 şarkı vardır ve her şarkı ortalama 3 dakika sürerse listenin toplam süresi kaç dakikadır?
q46815	Spor	işlem işareti; sayısal seçenekler	Bir hentbol maçı 20-14 biterse kazanan takım kaç gol farkla kazanmıştır?
q46816	Spor	aritmetik/ölçü kalıbı: toplam kac, kac metre; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Uzunluğu 333 metre olan bir bisiklet pistinde 50 tur atan sporcu toplam kaç metre gider?
q46817	Coğrafya	sayısal seçenekler; birden fazla sayı ve ölçü birimi	UTC-5 saat diliminde saat 16.00 iken UTC+5 saat diliminde saat kaçtır?
q46819	Spor	aritmetik/ölçü kalıbı: toplam kac, kac metre; sayısal seçenekler; birden fazla sayı ve ölçü birimi	Uzunluğu 200 metre olan bir bisiklet pistinde 42 tur atan sporcu toplam kaç metre gider?
